key,publicationyear,author,title,doi,url,abstractnote
7BH7CQUY,2022,"Talukdar, Ruchira; Pillai, Priya","Countering the Coal Curse through Community Rights: Stopping Coal-Extraction through Forest Rights in Singrauli, Central India",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1996736&site=ehost-live,
LJKPMMFB,2022,"Goodman, James; Heikkinen, Riikka; Knobloch, Bruce","Not Resource Curse nor Resource Benefit, but 'Resource Negation'? Communities against Coal Seam Gas on the Fossil Frontier",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1996738&site=ehost-live,
3QVR287Y,2022,"Selemane, Thomas",Mozambique's Coal Implosion Amidst Global Climate Catastrophe,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1996735&site=ehost-live,
32YC5B7L,2022,"MacNeil, Robert; Beauman, Madeleine",A Marshall Plan for Australian Coal Country: An Investment-Led Strategy to Address Resource Dependency and Fight Climate Change,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1996734&site=ehost-live,
9RHA9ZYK,2023,"Bowei Guo; Newbery, David",The Cost of Carbon Leakage: Britain's Carbon Price Support and Cross-border Electricity Trade.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP161240503&site=ehost-live,
Y2FZZGYS,2022,"Zlatinov, Dimitar; Kosev, Nedko; Shalamanov, Stoyan",REGIONAL ELECTRICITY TRADE IN SOUTH EAST EUROPE - FINDINGS FROM A PANEL STRUCTURAL GRAVITY MODEL.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160492549&site=ehost-live,
4C6Y4INK,2022,"Wu, Cheng-Feng; Huang, Shian-Chang; Chiou, Chei-Chang; Chang, Tsangyao; Chen, Yung-Chih",The Relationship Between Economic Growth and Electricity Consumption: Bootstrap ARDL Test with a Fourier Function and Machine Learning Approach.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160141370&site=ehost-live,
THFYG6DB,2022,"Villavicencio, Manuel; Finon, Dominique",The Social Efficiency of Electricity Transition Policies Based on Renewables. Which Ways of Improvement.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160119551&site=ehost-live,
WQXGTPPC,2022,,Economic trends in CESEE: Unexpected resilience to the war in Ukraine but economic cooling is visible on the horizon.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160974432&site=ehost-live,
8M57BHSJ,2022,"Breitenstein, Miriam; Anke, Carl-Philipp; Nguyen, Duc Khuong; Walther, Thomas",Stranded Asset Risk and Political Uncertainty: The Impact of the Coal Phase-Out on the German Coal Industry.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP158686799&site=ehost-live,
9VMIRQSH,2022,"Furnaro, Andrea; Yanguas-Parra, Paola","A Global South Perspective on Stranded Regions: Insights from the Decline of Coal Mining in Cesar, Colombia.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160661175&site=ehost-live,
KWUQW8H7,2022,"Aruga, Kentaka",Effects of the Human-Mobility Change during the COVID-19 Pandemic on Electricity Demand.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP159913778&site=ehost-live,
2PNN7IZF,2022,"Ritter, David; Heinemann, Christoph; Bauknecht, Dierk; Winger, Christian; Flachsbarth, Franziska",Model-Based Evaluation of Decentralised Electricity Markets at Different Phases of the German Energy Transition.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160661174&site=ehost-live,
ZCPLMTYM,2022,"Littlechild, Stephen",The Future of Electricity Retailing and How We Get There.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160661165&site=ehost-live,
QAW4N4UC,2022,"Daraeepour, Ali; Larson, Eric D.; Greig, Chris",Investigating Price Formation Enhancements in Non-Convex Electricity Markets as Renewable Generation Grows.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP158686789&site=ehost-live,
CZ7QBHVR,2022,"Thomas, Arthur; Massol, Olivier; Sévi, Benoît",How are Day-ahead Prices Informative for Predicting the Next Day's Consumption of Natural Gas? Evidence from France.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP158686795&site=ehost-live,
ML5DSSR6,2022,"SOHAIL, FOUZIA; FATIMA, AMBREEN",An Assessment of Electricity Tariff Reforms in Karachi City: The City of Light.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160550662&site=ehost-live,
S5HG7GBT,2022,"Klass, Alexandra B.",Evaluating Project Need for Natural Gas Pipelines in an Age of Climate Change: A Spotlight on FERC and the Courts.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP157920874&site=ehost-live,
F8IVTPFT,2022,"Wolak, Frank A.; Hardman, Ian H.",The Future of Electricity Retailing and How We Get There - Reply to Stephen Littlechild by the authors.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160661166&site=ehost-live,
4CEM7I47,2022,"Drzymała, Agnieszka Joanna; Korzeniewska, Ewa",Impact of the Self-Consumption of Electricity on the Profitability of the Investment into a Photovoltaic Installation: The Case of a Company in Poland.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP159207532&site=ehost-live,
LY8BGTYB,2022,Koh Wee Chian,A Reappraisal of Electricity Subsidies and Household Welfare in Brunei Darussalam.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP156791719&site=ehost-live,
3JGCNDLE,2022,"Gautschi, David A.; Gautschi, Heidi C.; Tucci, Christopher L.",What If? Electricity as Money.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP156599549&site=ehost-live,
4HQ6CSMV,2022,"Toto, Roberto V.",Residential Welfare-Loss from Electricity Supply Interruptions in South Africa: CostBenefit Analysis of Distributed Energy Resource Subsidy Programs.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP155476709&site=ehost-live,
7GIUMDDH,2022,"Mignone, Bryan K.; Binsted, Matthew; Brown, Maxwell; Imadi, Darek; McJeon, Haewon; Mowers, Matthew; Showalter, Sharon; Steinberg, Daniel C.; Woodd, Frances",Relative Cost-Effectiveness of Electricity and Transportation Policies as a Means to Reduce CO2 Emissions in the United States: A Multi-Model Assessment .,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP155476704&site=ehost-live,
5IXYJ276,2021,"Gao, Xue; Davidson, Michael; Busby, Joshua; Shearer, Christine; Eisenman, Joshua",The Challenges of Coal Phaseout: Coal Plant Development and Foreign Finance in Indonesia and Vietnam.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP153864739&site=ehost-live,
ZXL553Q8,2022,"ÖZGÜ, Ali Ulvi; KÖK, Dündar",On Modelling Electricity Spot Prices: A Case Study for the Turkish Market.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP155512299&site=ehost-live,
292LF9CW,2019,"Anaya, Karim L.; Pollitt, Michael G.","Storage Business Models: Lessons for Electricity from Cloud Data, Frozen Food and Natural Gas.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138044043&site=ehost-live,
Z68N884E,2022,"Ünal, Serhan",The Current Economy: Electricity Markets and Techno-Economics.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP160119542&site=ehost-live,
YHMQ43V3,2018,"Rosellon, Juan",Electricity (and Natural Gas) Transmission under Transformation--An Introduction,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1703006&site=ehost-live,
NZ7AGD7K,2021,"Haar, Lawrence",The Viability of the UK's Assetless Electricity Retailers,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1973276&site=ehost-live,
YD2MR8N8,2022,"Webster, Allan; Okafor, Godwin; Barrow, Ciara",Foreign ownership and firm performance in Sub-Saharan Africa.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP161082353&site=ehost-live,
4PGZFAXR,2021,"Carmen Gomez-Rios, Maria del; Galvez-Cruz, Dora",Simulation of Levelized Costs of Electricity Considering Externalities.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152958564&site=ehost-live,
MLDC9BWW,2021,"Núñez, Héctor M.",Biomethane for Electricity in Mexico: A Prospective Economic Analysis.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152045838&site=ehost-live,
WPTG4R73,2021,"Joskow, Paul L.",Facilitating Transmission Expansion to Support Efficient Decarbonization of the Electricity Sector.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152045835&site=ehost-live,
IIYYDGSN,2021,"Jamasb, Tooraj",Incentive Regulation of Electricity and Gas Networks in the UK: From RIIO-1 to RIIO-2.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152045834&site=ehost-live,
UXYT8EJQ,2021,"Glachant, Jean-Michel; Rossetto, Nicolò",New Transactions in Electricity: Peer-to-Peer and Peer-to-X.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152045832&site=ehost-live,
2GPQ3EUV,2021,"von Hirschhausen, Christian; Kemfert, Claudia; Praeger, Fabian",Fossil Natural Gas Exit -- A New Narrative for the European Energy Transformation Towards Decarbonization.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152045844&site=ehost-live,
W3DEVBHF,2021,"Naimoli, Antonio; Storti, Giuseppe",Forecasting Volatility and Tail Risk in Electricity Markets.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP151578483&site=ehost-live,
5ANB5H6E,2021,"Chłopińska, Ewelina; Kotkowska, Diana; Autzen, Alexander",New Technologies for Natural Gas Supply in the Baltic Sea - Economic Aspect.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP154730994&site=ehost-live,
BQRKZVJW,2021,"von Luckner, Nikolaus Graf; Kiesel, Rüdiger",Modeling Market Order Arrivals on the German Intraday Electricity Market with the Hawkes Process.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP150979985&site=ehost-live,
72RV82H7,2021,"Hemphill, Thomas A.",A Question of Power: Electricity and the Wealth of Nations.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP150400043&site=ehost-live,
JXW7TPE5,2021,"Rodríguez Ramos, Yeny Esperanza; Rosso Murillo, John William","The Profitability of Electricity, Oil, and Gas Utilities in America: An Analysis Focused on Colombia.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP150979773&site=ehost-live,
T9MD2BTA,2020,"Darudi, Ali; Weigt, Hannes",Incumbent's Bane or Gain? Renewable Support and Strategic Behavior in Electricity Markets.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP147331377&site=ehost-live,
8Z566R6I,2020,"Olmstead, Derek E. H.; Ayres, Matthew J.; Lomas, Peter B. R.",Offer Price Information and the Exercise of Market Power: The Effect of the Publication of the Historical Trading Report on Competition in the Alberta Electricity Market.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP147331376&site=ehost-live,
D5IEX739,2020,"Heim, Sven; Krieger, Bastian; Liebensteiner, Mario","Unbundling, Regulation, and Pricing: Evidence from Electricity Distribution.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP147331374&site=ehost-live,
286RYWBX,2020,"Holmberg, Pär; Ritz, Robert A.",Optimal Capacity Mechanisms for Competitive Electricity Markets.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP147331372&site=ehost-live,
GY3SUH46,2022,"Trostle, Jonas",What will be the future of U.S. electricity production?,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP158590200&site=ehost-live,
ARHVHQEI,2020,"Yon, Guillaume",Building a National Machine: The Pricing of Electricity in Postwar France.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP147891350&site=ehost-live,
QPXE7JGE,2020,"Valencia-Herrera, Humberto; Santillán-Salgado, Roberto J.; Venegas-Martínez, Francisco","On the Interaction among Economic Growth, Energy-Electricity Consumption, CO2 Emissions, and Urbanization in Latin America.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP146384939&site=ehost-live,
8GAIDRJI,2020,"German-Soto, Vicente",Causality and Stationarity with Structural Break in Electricity Consumption and GDP per capita in Mexico.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP146384935&site=ehost-live,
LWSH5ZA7,2022,"Brass, Jennifer N.; Harris, Kirk A.; MacLean, Lauren M.","Corrigendum to 'Does Electricity Demobilize Citizens? Exploring Access to the Grid, Political Participation, and Democracy in Africa'",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2010789&site=ehost-live,
QMTN9IPR,2022,"Adams, Sophie; Kuch, Declan; Diamond, Lisa; Frohlich, Peter; Henriksen, Ida Marie; Katzeff, Cecilia",Corrigendum to 'Social License to Automate: A Critical Review of Emerging Approaches to Electricity Demand Side Management',,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1989204&site=ehost-live,
B7T926DS,2020,"ÇATIK, Abdurrahman Nazif","A TIME-VARYING VAR INVESTIGATION OF THE RELATIONSHIP AMONG ELECTRICITY, FOSSIL FUEL PRICES AND EXCHANGE RATE IN TURKEY.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP146439724&site=ehost-live,
7N82IV5B,2020,"Bayat, Neda; Salem, Ali Asghar",Modeling Electricity Expenditures using BSOM based on Techno-Socio Economic: A Case Study of Urban Households of Iran's Provinces.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP145683763&site=ehost-live,
HPXECUM6,2020,"Pollitt, Michael G.","Policy, Regulation, and Innovation in China's Electricity and Telecom Industries.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP142781515&site=ehost-live,
ICEICR5X,2022,"Szabo, John",Corrigendum to 'Energy Transition or Transformation? Power and Politics in the European Natural Gas Industry's Trasformismo',,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1989203&site=ehost-live,
ZWT8BDBW,2020,"Barrera-Rivera, Roberto R.; Valencia-Herrera, Humberto",Dynamic hedging of prices of Natural Gas in Mexico.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP144434365&site=ehost-live,
KC9C3BSS,2021,"Furtwangler, Christian; Weber, Christoph; Ziel, Florian",Uncertainties in Energy and Electricity Markets: An Introduction,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1962452&site=ehost-live,
PAW3XWRU,2020,"Hope, Einar","Economics of Electricity. Markets, Competition and Rules.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP142366323&site=ehost-live,
HTDK3P9Z,2022,"Jannsen, Nils; Sonnenberg, Nils",Gas- und Strompreise. (Gas and Electricity Prices.),,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2009200&site=ehost-live,
2JURHA5U,2020,"Avramov, Victor",Modeling the Competition on the Electricity Stock Market. (In Bulgarian. With English summary.),,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1866107&site=ehost-live,
R7VQ8J69,2020,"Broadstock, David C.; Shunsuke Managi","Introduction to the Special Issue on ""Competition in the Electricity Sector"".",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP147331370&site=ehost-live,
7WSZEJMZ,2020,Guillaume Yon,Building a National Machine: The Pricing of Electricity in Postwar France.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152360398&site=ehost-live,
EPKDEZ7Y,2020,"Breslau, Daniel",Redistributing Agency: The Control Roots of Spot Pricing of Electricity.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152360397&site=ehost-live,
KLC55JTM,2020,"Tuna, Gülfen; Tuna, Vedat Ender","CAUSALITY RELATIONSHIP BETWEEN ELECTRICITY CONSUMPTION AND ECONOMIC GROWTH: INVESTIGATION FOR AZERBAIJAN, KAZAKHSTAN AND KYRGYZSTAN.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP144787671&site=ehost-live,
AAFYU39J,2022,"Stilwell, Frank",Coal and Energy in South Africa: Considering a Just Transition.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP158034690&site=ehost-live,
7XEPTLQV,2020,"Dahl, Carol",Mining Coal and Undermining Gender: Rhythms of Work and Family in the American West.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP144944297&site=ehost-live,
FMDZM56N,2019,"Zafeiriou, Eleni; Katrakilidis, Constantinos; Pegiou, Chrysanthi",Consumer Confidence on Heating Oil Prices: An Empirical Study of their Relationship for European Union in a Nonlinear Framework.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138062292&site=ehost-live,
6W4IXUSP,2019,"Thomaidis, Nikolaos S.; Dash, Gordon H.; Kajiji, Nina",Common Unobserved Determinants of Intraday Electricity Prices.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138044034&site=ehost-live,
XLSZYJBC,2019,"Felling, Tim; Leisen, Robin; Podewski, Caroline; Weber, Christoph",Evaluation of Risks for Electricity Generation Companies through Reconfiguration of Bidding Zones in Extended Central Western Europe.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138044029&site=ehost-live,
AZZ7VWB5,2019,"Bigerna, Simona; D'Errico, Maria Chiara; Polinori, Paolo",Environmental and Energy Efficiency of EU Electricity Industry: An Almost Spatial Two Stages DEA Approach.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138044027&site=ehost-live,
FYF9IDPK,2019,"Zakari, Abdulrasheed; Tawiah, Vincent","IMPACT OF ELECTRICITY CONSUMPTION, FINANCIAL DEVELOPMENT, TRADE OPENNESS ON CO2 EMISSIONS: EVIDENCE FROM NIGERIA.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP140283416&site=ehost-live,
CIVWIJXG,2019,"Iychettira, Kaveri",Mapping Power: The Political Economy of Electricity in India's States.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP137655654&site=ehost-live,
I88HP4I6,2019,"Qingyou Yan; Wenhua Zhang; Jiahai Yuan; Baležentis, Tomas; Yong Zhang",HOW MUCH ELECTRICITY WILL BE CONSUMED IN 2020 UNDER THE NEW NORMAL ECONOMY IN CHINA?,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP136924266&site=ehost-live,
IQDLVEZ2,2018,"Carter, Ross M.; Morgan, Richard K.","Regulatory trust and failure - a case study of coal seam gas in New South Wales, Australia.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP130076937&site=ehost-live,
RBRX5KWZ,2019,"Vasconcelos, Jorge",Electricity Network Regulation in the EU. The Challenges ahead for Transmission and Distribution.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138307935&site=ehost-live,
EW6FB65V,2019,GANG HE,Financing the Last Mile of Electricity-for-All Programs: Experiences from China.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP138307924&site=ehost-live,
ERA9AAUM,2018,"SCHANSBERG, D. ERIC","Coal Miners, Class Differences, and the Unpopularity of Isms: A Review Essay on George Orwell's The Road to Wigan Pier.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP130143921&site=ehost-live,
THGYHPLE,2018,"Fitzpatrick, Luke G.",Surface Coal Mining and Human Health: Evidence from West Virginia.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP129078704&site=ehost-live,
WABZI5MU,2020,"D'Errico, Maria Chiara",Determinants of Efficiency in the Electricity Industry: Bayesian Analysis,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1831224&site=ehost-live,
H7H6W4Q3,2019,"Torres Filho, Ernani Teixeira; Martins, Norberto Montani; Miaguti, Caroline Yukari",Minsky's financial fragility: an empirical analysis of electricity distribution firms in Brazil (2007-2015).,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP135477019&site=ehost-live,
JA4M9PY5,2018,"Späth, Leonhard; Scolobig, Anna; Patt, Anthony; Amodeo, Elisa; Muratori, Simona; Luè, Alessandro",Stakeholder engagement and multi-criteria decision aiding in the electricity transmission grid reinforcement: evidence from a role-playing game.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP134830041&site=ehost-live,
CZXQDWLH,2018,"BOROZAN, DJULA; FUNARIC, MIRJANA RADMAN",THE IMPACT OF DISAGGREGATED SOCIAL CAPITAL ON HOUSEHOLD ELECTRICITY INTENSITY.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP133146553&site=ehost-live,
3NGWSERT,2022,"Yang, Zhengliang; Du, Xiaoxue; Lu, Liang; Tejeda, Hernan","Price and Volatility Transmissions among Natural Gas, Fertilizer, and Corn Markets: A Revisit.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP155569559&site=ehost-live,
LPW73N7N,2018,"Gugler, Klaus; Haxhimusa, Adhurim; Liebensteiner, Mario",Integration of European Electricity Markets: Evidence from Spot Prices.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP131227242&site=ehost-live,
BMK4KDTW,2018,"Davies, Ronald B.; Edwards, T. Huw; Mazhikeyev, Arman",The Impact of Special Economic Zones on Electricity Intensity of Firms.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP133030119&site=ehost-live,
2VAQWU3Z,2021,"Henriques, Sofia Teives; Sharp, Paul",Erratum to: Without Coal in the Age of Steam and Dams in the Age of Electricity: An Explanation for the Failure of Portugal to Industrialize before the Second World War,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1912122&site=ehost-live,
K79W3M3F,2021,"Le Coq, Chloé",The Evolution of Electricity Markets in Europe.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP152045830&site=ehost-live,
2YJXNQHX,2021,"El Ouadi, Jihane; Malhene, Nicolas; Benhadou, Siham; Medromi, Hicham",Support vector machines and k-means to build implementation areas of bundling hubs.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP153144087&site=ehost-live,
UI5ID2RL,2018,"Jiandong Chen; Shulei Cheng; Nikic, Vinko; Malin Song",QUO VADIS? MAJOR PLAYERS IN GLOBAL COAL CONSUMPTION AND EMISSIONS REDUCTION.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP130816053&site=ehost-live,
5B4ZX35B,2017,"Anoruo, Emmanuel",Coal Consumption and Economic Growth Nexus: Evidence from Bootstrap Panel Granger Causality Test.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP123852249&site=ehost-live,
SNXIALG9,2001,"Trebing, Harry M.",New Dimensions of Market Failure in Electricity and Natural Gas Supply,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0575553&site=ehost-live,
AIRFEDY2,2020,"Shobande, Olatunji Abdul",Does Electricity Use Granger-Cause Mortality?,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1977980&site=ehost-live,
PB7UNUV8,2020,"Genet, Tadele Bayu",Ending Energy Poverty through Cost Sharing: Analysis of Households' Willingness to Pay for Improved Electricity in Rural Ethiopia,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1977979&site=ehost-live,
E8FWFIGY,2018,"Smith, Collin; Xu, Yi",Enhancing Policy Coordination to Expand Rural Electricity Access in Myanmar,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1886229&site=ehost-live,
8AIWB4LN,2021,"Arnold, Jörg",Scottish coal miners in the twentieth century.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP148147752&site=ehost-live,
DYJ4T4BT,2018,"Vela Cantalapiedra, Isabel; Calvo González, José Luís",A financing model for Spanish retail electricity providers.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP131457811&site=ehost-live,
2YY8AL9C,2017,"Tatli, Halim",SHORT- AND LONG-TERM DETERMINANTS OF RESIDENTIAL ELECTRICITY DEMAND IN TURKEY.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP126512361&site=ehost-live,
QPKVLSF3,2017,"de la Vega Navarro, Angel; Romero Herrera, Y. Jimena","Respuesta a los comentarios a ""Optimal transmission tariff regulation for the Southern Baja-Californian Electricity Network System"", por Rubí Espinosa y Juan Rosellón.",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP134241436&site=ehost-live,
Z4N7R8NJ,2017,"Espinosa, Rubí; Rosellón, Juan",Optimal transmission tariff regulation for the Southern Baja-Californian electricity network system.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP134241435&site=ehost-live,
9MAPPUKC,2017,"Elyakov, Alexander Lvovich; Elyakova, Isabella Damdinovna; Danilova, Larisa Ivanovna; Khristoforov, Alexander Andreevich; Kondratev, Oleg Ilich; Grigoryeva, Valentina Vasilyevna",History and Prospects of Natural Gas Pricing in Continental Europe in Conditions of Instability of World Oil Prices.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP130628909&site=ehost-live,
V5AZSXWA,2017,"Elyakova, Isabella Damdinovna; Khristoforov, Aleksandr Andreyevich; Elyakov, Aleksandr Lvovich; Danilova, Larisa Ivanovna; Karataeva, Tamara Aleksandrovna; Danilova, Elena Vladimirovna",Forecast Scenarios of World Prices for Natural Gas.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP130628906&site=ehost-live,
HLDSMMVT,2022,"Treptow, Thomas",Strompreisbremse: Angebotsseite Nicht Vergessen. (Electricity Price Brake: Don't Forget the Supply Side.),,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2005381&site=ehost-live,
5F7QPGJ5,2016,"Talukdar, Ruchira",Hiding Neoliberal Coal behind the Indian Poor,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1632458&site=ehost-live,
XEKCK4TR,2022,"Liddle, Brantley; Hasanov, Fakhri",Correction To: Industry Electricity Price and Output Elasticities for High-Income and Middle-Income Countries,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1950376&site=ehost-live,
RP5RZBLH,2016,"Grabau, Martina; Hegelich, Simon",The Gas Game: Simulating Decision-Making in the European Union's External Natural Gas Policy,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1597687&site=ehost-live,
CB47L3ID,2016,"Rivard, Brian; Yatchew, Adonis",Integration of Renewables into the Ontario Electricity System.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP118453498&site=ehost-live,
SNTL4A48,2016,"Bigerna, Simona; Bollino, Carlo Andrea; Polinori, Paolo",Renewable Energy and Market Power in the Italian Electricity Market.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP118453494&site=ehost-live,
8BQNLUT8,2016,"Praktiknjo, Aaron; Erdmann, Georg",Renewable Electricity and Backup Capacities: An (Un-) Resolvable Problem?,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP118453492&site=ehost-live,
VSLIEJ89,2016,"Green, Richard; Pudjianto, Danny; Staffell, Iain; Strbac, Goran",Market Design for Long-Distance Trade in Renewable Electricity.,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP118453487&site=ehost-live,
UV8M73RU,2016,"Bollino, Carlo Andrea; Madlener, Reinhard","Foreword to the Special Issue on ""High Shares of Renewable Energy Sources and Electricity Market Reform"".",,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=EP118453486&site=ehost-live,
